Date,Region,Pollen,Level_Value,Level_Description,Forecast_Start,Forecast_End
2026-05-28,Göteborg,Sälg och viden,1,Level 1,2026-05-28,2026-06-01
2026-06-01,Göteborg,Al,0,Level 0,2026-06-01,2026-06-02
2026-06-01,Göteborg,Alm,0,Level 0,2026-06-01,2026-06-02
2026-06-01,Göteborg,Björk,1,Level 1,2026-06-01,2026-06-02
2026-06-01,Göteborg,Bok,0,Level 0,2026-06-01,2026-06-02
2026-06-01,Göteborg,Ek,2,Level 2,2026-06-01,2026-06-02
2026-06-01,Göteborg,Gräs,2,Level 2,2026-06-01,2026-06-02
2026-06-01,Göteborg,Gråbo,0,Level 0,2026-06-01,2026-06-02
2026-06-01,Göteborg,Hassel,0,Level 0,2026-06-01,2026-06-02
2026-06-01,Göteborg,Malörtsambrosia,0,Level 0,2026-06-01,2026-06-02
2026-06-01,Göteborg,Sälg och viden,1,Level 1,2026-06-01,2026-06-02
2026-06-02,Göteborg,Al,0,Level 0,2026-06-02,2026-06-03
2026-06-02,Göteborg,Alm,0,Level 0,2026-06-02,2026-06-03
2026-06-02,Göteborg,Björk,1,Level 1,2026-06-02,2026-06-03
2026-06-02,Göteborg,Bok,0,Level 0,2026-06-02,2026-06-03
2026-06-02,Göteborg,Ek,2,Level 2,2026-06-02,2026-06-03
2026-06-02,Göteborg,Gräs,2,Level 2,2026-06-02,2026-06-03
2026-06-02,Göteborg,Gråbo,0,Level 0,2026-06-02,2026-06-03
2026-06-02,Göteborg,Hassel,0,Level 0,2026-06-02,2026-06-03
2026-06-02,Göteborg,Malörtsambrosia,0,Level 0,2026-06-02,2026-06-03
2026-06-02,Göteborg,Sälg och viden,1,Level 1,2026-06-02,2026-06-03
2026-06-03,Göteborg,Al,0,Level 0,2026-06-03,2026-06-04
2026-06-03,Göteborg,Alm,0,Level 0,2026-06-03,2026-06-04
2026-06-03,Göteborg,Björk,1,Level 1,2026-06-03,2026-06-04
2026-06-03,Göteborg,Bok,0,Level 0,2026-06-03,2026-06-04
2026-06-03,Göteborg,Ek,2,Level 2,2026-06-03,2026-06-04
2026-06-03,Göteborg,Gräs,4,Level 4,2026-06-03,2026-06-04
2026-06-03,Göteborg,Gråbo,0,Level 0,2026-06-03,2026-06-04
2026-06-03,Göteborg,Hassel,0,Level 0,2026-06-03,2026-06-04
2026-06-03,Göteborg,Malörtsambrosia,0,Level 0,2026-06-03,2026-06-04
2026-06-03,Göteborg,Sälg och viden,1,Level 1,2026-06-03,2026-06-04
2026-06-04,Göteborg,Al,0,Level 0,2026-06-04,2026-06-05
2026-06-04,Göteborg,Alm,0,Level 0,2026-06-04,2026-06-05
2026-06-04,Göteborg,Björk,1,Level 1,2026-06-04,2026-06-05
2026-06-04,Göteborg,Bok,0,Level 0,2026-06-04,2026-06-05
2026-06-04,Göteborg,Ek,1,Level 1,2026-06-04,2026-06-05
2026-06-04,Göteborg,Gräs,4,Level 4,2026-06-04,2026-06-05
2026-06-04,Göteborg,Gråbo,0,Level 0,2026-06-04,2026-06-05
2026-06-04,Göteborg,Hassel,0,Level 0,2026-06-04,2026-06-05
2026-06-04,Göteborg,Malörtsambrosia,0,Level 0,2026-06-04,2026-06-05
2026-06-04,Göteborg,Sälg och viden,1,Level 1,2026-06-04,2026-06-05
2026-06-05,Göteborg,Al,0,Level 0,2026-06-05,2026-06-08
2026-06-05,Göteborg,Alm,0,Level 0,2026-06-05,2026-06-08
2026-06-05,Göteborg,Björk,1,Level 1,2026-06-05,2026-06-08
2026-06-05,Göteborg,Bok,0,Level 0,2026-06-05,2026-06-08
2026-06-05,Göteborg,Ek,1,Level 1,2026-06-05,2026-06-08
2026-06-05,Göteborg,Gräs,3,Level 3,2026-06-05,2026-06-08
2026-06-05,Göteborg,Gråbo,0,Level 0,2026-06-05,2026-06-08
2026-06-05,Göteborg,Hassel,0,Level 0,2026-06-05,2026-06-08
2026-06-05,Göteborg,Malörtsambrosia,0,Level 0,2026-06-05,2026-06-08
2026-06-05,Göteborg,Sälg och viden,0,Level 0,2026-06-05,2026-06-08
2026-06-08,Göteborg,Al,0,Level 0,2026-06-08,2026-06-09
2026-06-08,Göteborg,Alm,0,Level 0,2026-06-08,2026-06-09
2026-06-08,Göteborg,Björk,1,Level 1,2026-06-08,2026-06-09
2026-06-08,Göteborg,Bok,0,Level 0,2026-06-08,2026-06-09
2026-06-08,Göteborg,Ek,1,Level 1,2026-06-08,2026-06-09
2026-06-08,Göteborg,Gräs,3,Level 3,2026-06-08,2026-06-09
2026-06-08,Göteborg,Gråbo,0,Level 0,2026-06-08,2026-06-09
2026-06-08,Göteborg,Hassel,0,Level 0,2026-06-08,2026-06-09
2026-06-08,Göteborg,Malörtsambrosia,0,Level 0,2026-06-08,2026-06-09
2026-06-08,Göteborg,Sälg och viden,0,Level 0,2026-06-08,2026-06-09
2026-06-09,Göteborg,Al,0,Level 0,2026-06-09,2026-06-10
2026-06-09,Göteborg,Alm,0,Level 0,2026-06-09,2026-06-10
2026-06-09,Göteborg,Björk,0,Level 0,2026-06-09,2026-06-10
2026-06-09,Göteborg,Bok,0,Level 0,2026-06-09,2026-06-10
2026-06-09,Göteborg,Ek,1,Level 1,2026-06-09,2026-06-10
2026-06-09,Göteborg,Gräs,3,Level 3,2026-06-09,2026-06-10
2026-06-09,Göteborg,Gråbo,0,Level 0,2026-06-09,2026-06-10
2026-06-09,Göteborg,Hassel,0,Level 0,2026-06-09,2026-06-10
2026-06-09,Göteborg,Malörtsambrosia,0,Level 0,2026-06-09,2026-06-10
2026-06-09,Göteborg,Sälg och viden,0,Level 0,2026-06-09,2026-06-10
2026-06-10,Göteborg,Al,0,Level 0,2026-06-10,2026-06-12
2026-06-10,Göteborg,Alm,0,Level 0,2026-06-10,2026-06-12
2026-06-10,Göteborg,Björk,0,Level 0,2026-06-10,2026-06-12
2026-06-10,Göteborg,Bok,0,Level 0,2026-06-10,2026-06-12
2026-06-10,Göteborg,Ek,0,Level 0,2026-06-10,2026-06-12
2026-06-10,Göteborg,Gräs,3,Level 3,2026-06-10,2026-06-12
2026-06-10,Göteborg,Gråbo,0,Level 0,2026-06-10,2026-06-12
2026-06-10,Göteborg,Hassel,0,Level 0,2026-06-10,2026-06-12
2026-06-10,Göteborg,Malörtsambrosia,0,Level 0,2026-06-10,2026-06-12
2026-06-10,Göteborg,Sälg och viden,0,Level 0,2026-06-10,2026-06-12
2026-06-12,Göteborg,Al,0,Level 0,2026-06-12,2026-06-16
2026-06-12,Göteborg,Alm,0,Level 0,2026-06-12,2026-06-16
2026-06-12,Göteborg,Björk,0,Level 0,2026-06-12,2026-06-16
2026-06-12,Göteborg,Bok,0,Level 0,2026-06-12,2026-06-16
2026-06-12,Göteborg,Ek,0,Level 0,2026-06-12,2026-06-16
2026-06-12,Göteborg,Gräs,4,Level 4,2026-06-12,2026-06-16
2026-06-12,Göteborg,Gråbo,0,Level 0,2026-06-12,2026-06-16
2026-06-12,Göteborg,Hassel,0,Level 0,2026-06-12,2026-06-16
2026-06-12,Göteborg,Malörtsambrosia,0,Level 0,2026-06-12,2026-06-16
2026-06-12,Göteborg,Sälg och viden,0,Level 0,2026-06-12,2026-06-16
2026-06-16,Göteborg,Al,0,Level 0,2026-06-16,2026-06-18
2026-06-16,Göteborg,Alm,0,Level 0,2026-06-16,2026-06-18
2026-06-16,Göteborg,Björk,0,Level 0,2026-06-16,2026-06-18
2026-06-16,Göteborg,Bok,0,Level 0,2026-06-16,2026-06-18
2026-06-16,Göteborg,Ek,0,Level 0,2026-06-16,2026-06-18
2026-06-16,Göteborg,Gräs,4,Level 4,2026-06-16,2026-06-18
2026-06-16,Göteborg,Gråbo,0,Level 0,2026-06-16,2026-06-18
2026-06-16,Göteborg,Hassel,0,Level 0,2026-06-16,2026-06-18
2026-06-16,Göteborg,Malörtsambrosia,0,Level 0,2026-06-16,2026-06-18
2026-06-16,Göteborg,Sälg och viden,0,Level 0,2026-06-16,2026-06-18
2026-06-18,Göteborg,Al,0,Level 0,2026-06-18,2026-06-22
2026-06-18,Göteborg,Alm,0,Level 0,2026-06-18,2026-06-22
2026-06-18,Göteborg,Björk,0,Level 0,2026-06-18,2026-06-22
2026-06-18,Göteborg,Bok,0,Level 0,2026-06-18,2026-06-22
2026-06-18,Göteborg,Ek,0,Level 0,2026-06-18,2026-06-22
2026-06-18,Göteborg,Gräs,5,Level 5,2026-06-18,2026-06-22
2026-06-18,Göteborg,Gråbo,0,Level 0,2026-06-18,2026-06-22
2026-06-18,Göteborg,Hassel,0,Level 0,2026-06-18,2026-06-22
2026-06-18,Göteborg,Malörtsambrosia,0,Level 0,2026-06-18,2026-06-22
2026-06-18,Göteborg,Sälg och viden,0,Level 0,2026-06-18,2026-06-22
2026-06-22,Göteborg,Al,0,Level 0,2026-06-22,2026-06-23
2026-06-22,Göteborg,Alm,0,Level 0,2026-06-22,2026-06-23
2026-06-22,Göteborg,Björk,0,Level 0,2026-06-22,2026-06-23
2026-06-22,Göteborg,Bok,0,Level 0,2026-06-22,2026-06-23
2026-06-22,Göteborg,Ek,0,Level 0,2026-06-22,2026-06-23
2026-06-22,Göteborg,Gräs,6,Level 6,2026-06-22,2026-06-23
2026-06-22,Göteborg,Gråbo,0,Level 0,2026-06-22,2026-06-23
2026-06-22,Göteborg,Hassel,0,Level 0,2026-06-22,2026-06-23
2026-06-22,Göteborg,Malörtsambrosia,0,Level 0,2026-06-22,2026-06-23
2026-06-22,Göteborg,Sälg och viden,0,Level 0,2026-06-22,2026-06-23
2026-06-23,Göteborg,Al,0,Level 0,2026-06-23,2026-06-24
2026-06-23,Göteborg,Alm,0,Level 0,2026-06-23,2026-06-24
2026-06-23,Göteborg,Björk,0,Level 0,2026-06-23,2026-06-24
2026-06-23,Göteborg,Bok,0,Level 0,2026-06-23,2026-06-24
2026-06-23,Göteborg,Ek,0,Level 0,2026-06-23,2026-06-24
2026-06-23,Göteborg,Gräs,6,Level 6,2026-06-23,2026-06-24
2026-06-23,Göteborg,Gråbo,0,Level 0,2026-06-23,2026-06-24
2026-06-23,Göteborg,Hassel,0,Level 0,2026-06-23,2026-06-24
2026-06-23,Göteborg,Malörtsambrosia,0,Level 0,2026-06-23,2026-06-24
2026-06-23,Göteborg,Sälg och viden,0,Level 0,2026-06-23,2026-06-24
2026-06-24,Göteborg,Al,0,Level 0,2026-06-24,2026-06-25
2026-06-24,Göteborg,Alm,0,Level 0,2026-06-24,2026-06-25
2026-06-24,Göteborg,Björk,0,Level 0,2026-06-24,2026-06-25
2026-06-24,Göteborg,Bok,0,Level 0,2026-06-24,2026-06-25
2026-06-24,Göteborg,Ek,0,Level 0,2026-06-24,2026-06-25
2026-06-24,Göteborg,Gräs,5,Level 5,2026-06-24,2026-06-25
2026-06-24,Göteborg,Gråbo,0,Level 0,2026-06-24,2026-06-25
2026-06-24,Göteborg,Hassel,0,Level 0,2026-06-24,2026-06-25
2026-06-24,Göteborg,Malörtsambrosia,0,Level 0,2026-06-24,2026-06-25
2026-06-24,Göteborg,Sälg och viden,0,Level 0,2026-06-24,2026-06-25
2026-06-25,Göteborg,Al,0,Level 0,2026-06-25,2026-06-26
2026-06-25,Göteborg,Alm,0,Level 0,2026-06-25,2026-06-26
2026-06-25,Göteborg,Björk,0,Level 0,2026-06-25,2026-06-26
2026-06-25,Göteborg,Bok,0,Level 0,2026-06-25,2026-06-26
2026-06-25,Göteborg,Ek,0,Level 0,2026-06-25,2026-06-26
2026-06-25,Göteborg,Gräs,5,Level 5,2026-06-25,2026-06-26
2026-06-25,Göteborg,Gråbo,0,Level 0,2026-06-25,2026-06-26
2026-06-25,Göteborg,Hassel,0,Level 0,2026-06-25,2026-06-26
2026-06-25,Göteborg,Malörtsambrosia,0,Level 0,2026-06-25,2026-06-26
2026-06-25,Göteborg,Sälg och viden,0,Level 0,2026-06-25,2026-06-26
2026-06-26,Göteborg,Al,0,Level 0,2026-06-26,2026-06-29
2026-06-26,Göteborg,Alm,0,Level 0,2026-06-26,2026-06-29
2026-06-26,Göteborg,Björk,0,Level 0,2026-06-26,2026-06-29
2026-06-26,Göteborg,Bok,0,Level 0,2026-06-26,2026-06-29
2026-06-26,Göteborg,Ek,0,Level 0,2026-06-26,2026-06-29
2026-06-26,Göteborg,Gräs,5,Level 5,2026-06-26,2026-06-29
2026-06-26,Göteborg,Gråbo,0,Level 0,2026-06-26,2026-06-29
2026-06-26,Göteborg,Hassel,0,Level 0,2026-06-26,2026-06-29
2026-06-26,Göteborg,Malörtsambrosia,0,Level 0,2026-06-26,2026-06-29
2026-06-26,Göteborg,Sälg och viden,0,Level 0,2026-06-26,2026-06-29
2026-06-29,Göteborg,Al,0,Level 0,2026-06-29,2026-06-30
2026-06-29,Göteborg,Alm,0,Level 0,2026-06-29,2026-06-30
2026-06-29,Göteborg,Björk,0,Level 0,2026-06-29,2026-06-30
2026-06-29,Göteborg,Bok,0,Level 0,2026-06-29,2026-06-30
2026-06-29,Göteborg,Ek,0,Level 0,2026-06-29,2026-06-30
2026-06-29,Göteborg,Gräs,4,Level 4,2026-06-29,2026-06-30
2026-06-29,Göteborg,Gråbo,0,Level 0,2026-06-29,2026-06-30
2026-06-29,Göteborg,Hassel,0,Level 0,2026-06-29,2026-06-30
2026-06-29,Göteborg,Malörtsambrosia,0,Level 0,2026-06-29,2026-06-30
2026-06-29,Göteborg,Sälg och viden,0,Level 0,2026-06-29,2026-06-30
2026-06-30,Göteborg,Al,0,Level 0,2026-06-30,2026-07-01
2026-06-30,Göteborg,Alm,0,Level 0,2026-06-30,2026-07-01
2026-06-30,Göteborg,Björk,0,Level 0,2026-06-30,2026-07-01
2026-06-30,Göteborg,Bok,0,Level 0,2026-06-30,2026-07-01
2026-06-30,Göteborg,Ek,0,Level 0,2026-06-30,2026-07-01
2026-06-30,Göteborg,Gräs,5,Level 5,2026-06-30,2026-07-01
2026-06-30,Göteborg,Gråbo,0,Level 0,2026-06-30,2026-07-01
2026-06-30,Göteborg,Hassel,0,Level 0,2026-06-30,2026-07-01
2026-06-30,Göteborg,Malörtsambrosia,0,Level 0,2026-06-30,2026-07-01
2026-06-30,Göteborg,Sälg och viden,0,Level 0,2026-06-30,2026-07-01
2026-07-01,Göteborg,Al,0,Level 0,2026-07-01,2026-07-03
2026-07-01,Göteborg,Alm,0,Level 0,2026-07-01,2026-07-03
2026-07-01,Göteborg,Björk,0,Level 0,2026-07-01,2026-07-03
2026-07-01,Göteborg,Bok,0,Level 0,2026-07-01,2026-07-03
2026-07-01,Göteborg,Ek,0,Level 0,2026-07-01,2026-07-03
2026-07-01,Göteborg,Gräs,4,Level 4,2026-07-01,2026-07-03
2026-07-01,Göteborg,Gråbo,0,Level 0,2026-07-01,2026-07-03
2026-07-01,Göteborg,Hassel,0,Level 0,2026-07-01,2026-07-03
2026-07-01,Göteborg,Malörtsambrosia,0,Level 0,2026-07-01,2026-07-03
2026-07-01,Göteborg,Sälg och viden,0,Level 0,2026-07-01,2026-07-03
2026-07-03,Göteborg,Al,0,Level 0,2026-07-03,2026-07-06
2026-07-03,Göteborg,Alm,0,Level 0,2026-07-03,2026-07-06
2026-07-03,Göteborg,Björk,0,Level 0,2026-07-03,2026-07-06
2026-07-03,Göteborg,Bok,0,Level 0,2026-07-03,2026-07-06
2026-07-03,Göteborg,Ek,0,Level 0,2026-07-03,2026-07-06
2026-07-03,Göteborg,Gräs,3,Level 3,2026-07-03,2026-07-06
2026-07-03,Göteborg,Gråbo,0,Level 0,2026-07-03,2026-07-06
2026-07-03,Göteborg,Hassel,0,Level 0,2026-07-03,2026-07-06
2026-07-03,Göteborg,Malörtsambrosia,0,Level 0,2026-07-03,2026-07-06
2026-07-03,Göteborg,Sälg och viden,0,Level 0,2026-07-03,2026-07-06
2026-07-06,Göteborg,Al,0,Level 0,2026-07-06,2026-07-07
2026-07-06,Göteborg,Alm,0,Level 0,2026-07-06,2026-07-07
2026-07-06,Göteborg,Björk,0,Level 0,2026-07-06,2026-07-07
2026-07-06,Göteborg,Bok,0,Level 0,2026-07-06,2026-07-07
2026-07-06,Göteborg,Ek,0,Level 0,2026-07-06,2026-07-07
2026-07-06,Göteborg,Gräs,3,Level 3,2026-07-06,2026-07-07
2026-07-06,Göteborg,Gråbo,1,Level 1,2026-07-06,2026-07-07
2026-07-06,Göteborg,Hassel,0,Level 0,2026-07-06,2026-07-07
2026-07-06,Göteborg,Malörtsambrosia,0,Level 0,2026-07-06,2026-07-07
2026-07-06,Göteborg,Sälg och viden,0,Level 0,2026-07-06,2026-07-07
2026-07-07,Göteborg,Al,0,Level 0,2026-07-07,2026-07-08
2026-07-07,Göteborg,Alm,0,Level 0,2026-07-07,2026-07-08
2026-07-07,Göteborg,Björk,0,Level 0,2026-07-07,2026-07-08
2026-07-07,Göteborg,Bok,0,Level 0,2026-07-07,2026-07-08
2026-07-07,Göteborg,Ek,0,Level 0,2026-07-07,2026-07-08
2026-07-07,Göteborg,Gräs,1,Level 1,2026-07-07,2026-07-08
2026-07-07,Göteborg,Gråbo,1,Level 1,2026-07-07,2026-07-08
2026-07-07,Göteborg,Hassel,0,Level 0,2026-07-07,2026-07-08
2026-07-07,Göteborg,Malörtsambrosia,0,Level 0,2026-07-07,2026-07-08
2026-07-07,Göteborg,Sälg och viden,0,Level 0,2026-07-07,2026-07-08
2026-07-15,Göteborg,Al,0,Level 0,2026-07-15,2026-07-16
2026-07-15,Göteborg,Alm,0,Level 0,2026-07-15,2026-07-16
2026-07-15,Göteborg,Björk,0,Level 0,2026-07-15,2026-07-16
2026-07-15,Göteborg,Bok,0,Level 0,2026-07-15,2026-07-16
2026-07-15,Göteborg,Ek,0,Level 0,2026-07-15,2026-07-16
2026-07-15,Göteborg,Gräs,3,Level 3,2026-07-15,2026-07-16
2026-07-15,Göteborg,Gråbo,1,Level 1,2026-07-15,2026-07-16
2026-07-15,Göteborg,Hassel,0,Level 0,2026-07-15,2026-07-16
2026-07-15,Göteborg,Malörtsambrosia,0,Level 0,2026-07-15,2026-07-16
2026-07-15,Göteborg,Sälg och viden,0,Level 0,2026-07-15,2026-07-16
2026-07-17,Göteborg,Al,0,Level 0,2026-07-17,2026-07-20
2026-07-17,Göteborg,Alm,0,Level 0,2026-07-17,2026-07-20
2026-07-17,Göteborg,Björk,0,Level 0,2026-07-17,2026-07-20
2026-07-17,Göteborg,Bok,0,Level 0,2026-07-17,2026-07-20
2026-07-17,Göteborg,Ek,0,Level 0,2026-07-17,2026-07-20
2026-07-17,Göteborg,Gräs,3,Level 3,2026-07-17,2026-07-20
2026-07-17,Göteborg,Gråbo,1,Level 1,2026-07-17,2026-07-20
2026-07-17,Göteborg,Hassel,0,Level 0,2026-07-17,2026-07-20
2026-07-17,Göteborg,Malörtsambrosia,0,Level 0,2026-07-17,2026-07-20
2026-07-17,Göteborg,Sälg och viden,0,Level 0,2026-07-17,2026-07-20
2026-07-20,Göteborg,Al,0,Level 0,2026-07-20,2026-07-21
2026-07-20,Göteborg,Alm,0,Level 0,2026-07-20,2026-07-21
2026-07-20,Göteborg,Björk,0,Level 0,2026-07-20,2026-07-21
2026-07-20,Göteborg,Bok,0,Level 0,2026-07-20,2026-07-21
2026-07-20,Göteborg,Ek,0,Level 0,2026-07-20,2026-07-21
2026-07-20,Göteborg,Gräs,3,Level 3,2026-07-20,2026-07-21
2026-07-20,Göteborg,Gråbo,1,Level 1,2026-07-20,2026-07-21
2026-07-20,Göteborg,Hassel,0,Level 0,2026-07-20,2026-07-21
2026-07-20,Göteborg,Malörtsambrosia,0,Level 0,2026-07-20,2026-07-21
2026-07-20,Göteborg,Sälg och viden,0,Level 0,2026-07-20,2026-07-21
2026-07-21,Göteborg,Al,0,Level 0,2026-07-21,2026-07-22
2026-07-21,Göteborg,Alm,0,Level 0,2026-07-21,2026-07-22
2026-07-21,Göteborg,Björk,0,Level 0,2026-07-21,2026-07-22
2026-07-21,Göteborg,Bok,0,Level 0,2026-07-21,2026-07-22
2026-07-21,Göteborg,Ek,0,Level 0,2026-07-21,2026-07-22
2026-07-21,Göteborg,Gräs,2,Level 2,2026-07-21,2026-07-22
2026-07-21,Göteborg,Gråbo,1,Level 1,2026-07-21,2026-07-22
2026-07-21,Göteborg,Hassel,0,Level 0,2026-07-21,2026-07-22
2026-07-21,Göteborg,Malörtsambrosia,0,Level 0,2026-07-21,2026-07-22
2026-07-21,Göteborg,Sälg och viden,0,Level 0,2026-07-21,2026-07-22
2026-07-22,Göteborg,Al,0,Level 0,2026-07-22,2026-07-23
2026-07-22,Göteborg,Alm,0,Level 0,2026-07-22,2026-07-23
2026-07-22,Göteborg,Björk,0,Level 0,2026-07-22,2026-07-23
2026-07-22,Göteborg,Bok,0,Level 0,2026-07-22,2026-07-23
2026-07-22,Göteborg,Ek,0,Level 0,2026-07-22,2026-07-23
2026-07-22,Göteborg,Gräs,1,Level 1,2026-07-22,2026-07-23
2026-07-22,Göteborg,Gråbo,1,Level 1,2026-07-22,2026-07-23
2026-07-22,Göteborg,Hassel,0,Level 0,2026-07-22,2026-07-23
2026-07-22,Göteborg,Malörtsambrosia,0,Level 0,2026-07-22,2026-07-23
2026-07-22,Göteborg,Sälg och viden,0,Level 0,2026-07-22,2026-07-23
2026-07-23,Göteborg,Al,0,Level 0,2026-07-23,2026-07-24
2026-07-23,Göteborg,Alm,0,Level 0,2026-07-23,2026-07-24
2026-07-23,Göteborg,Björk,0,Level 0,2026-07-23,2026-07-24
2026-07-23,Göteborg,Bok,0,Level 0,2026-07-23,2026-07-24
2026-07-23,Göteborg,Ek,0,Level 0,2026-07-23,2026-07-24
2026-07-23,Göteborg,Gräs,2,Level 2,2026-07-23,2026-07-24
2026-07-23,Göteborg,Gråbo,2,Level 2,2026-07-23,2026-07-24
2026-07-23,Göteborg,Hassel,0,Level 0,2026-07-23,2026-07-24
2026-07-23,Göteborg,Malörtsambrosia,0,Level 0,2026-07-23,2026-07-24
2026-07-23,Göteborg,Sälg och viden,0,Level 0,2026-07-23,2026-07-24
2026-07-24,Göteborg,Al,0,Level 0,2026-07-24,2026-07-27
2026-07-24,Göteborg,Alm,0,Level 0,2026-07-24,2026-07-27
2026-07-24,Göteborg,Björk,0,Level 0,2026-07-24,2026-07-27
2026-07-24,Göteborg,Bok,0,Level 0,2026-07-24,2026-07-27
2026-07-24,Göteborg,Ek,0,Level 0,2026-07-24,2026-07-27
2026-07-24,Göteborg,Gräs,2,Level 2,2026-07-24,2026-07-27
2026-07-24,Göteborg,Gråbo,2,Level 2,2026-07-24,2026-07-27
2026-07-24,Göteborg,Hassel,0,Level 0,2026-07-24,2026-07-27
2026-07-24,Göteborg,Malörtsambrosia,0,Level 0,2026-07-24,2026-07-27
2026-07-24,Göteborg,Sälg och viden,0,Level 0,2026-07-24,2026-07-27
2026-07-27,Göteborg,Al,0,Level 0,2026-07-27,2026-07-29
2026-07-27,Göteborg,Alm,0,Level 0,2026-07-27,2026-07-29
2026-07-27,Göteborg,Björk,0,Level 0,2026-07-27,2026-07-29
2026-07-27,Göteborg,Bok,0,Level 0,2026-07-27,2026-07-29
2026-07-27,Göteborg,Ek,0,Level 0,2026-07-27,2026-07-29
2026-07-27,Göteborg,Gräs,1,Level 1,2026-07-27,2026-07-29
2026-07-27,Göteborg,Gråbo,2,Level 2,2026-07-27,2026-07-29
2026-07-27,Göteborg,Hassel,0,Level 0,2026-07-27,2026-07-29
2026-07-27,Göteborg,Malörtsambrosia,0,Level 0,2026-07-27,2026-07-29
2026-07-27,Göteborg,Sälg och viden,0,Level 0,2026-07-27,2026-07-29
2026-07-28,Göteborg,Al,0,Level 0,2026-07-28,2026-07-29
2026-07-28,Göteborg,Alm,0,Level 0,2026-07-28,2026-07-29
2026-07-28,Göteborg,Björk,0,Level 0,2026-07-28,2026-07-29
2026-07-28,Göteborg,Bok,0,Level 0,2026-07-28,2026-07-29
2026-07-28,Göteborg,Ek,0,Level 0,2026-07-28,2026-07-29
2026-07-28,Göteborg,Gräs,1,Level 1,2026-07-28,2026-07-29
2026-07-28,Göteborg,Gråbo,2,Level 2,2026-07-28,2026-07-29
2026-07-28,Göteborg,Hassel,0,Level 0,2026-07-28,2026-07-29
2026-07-28,Göteborg,Malörtsambrosia,0,Level 0,2026-07-28,2026-07-29
2026-07-28,Göteborg,Sälg och viden,0,Level 0,2026-07-28,2026-07-29
2026-07-29,Göteborg,Al,0,Level 0,2026-07-29,2026-07-30
2026-07-29,Göteborg,Alm,0,Level 0,2026-07-29,2026-07-30
2026-07-29,Göteborg,Björk,0,Level 0,2026-07-29,2026-07-30
2026-07-29,Göteborg,Bok,0,Level 0,2026-07-29,2026-07-30
2026-07-29,Göteborg,Ek,0,Level 0,2026-07-29,2026-07-30
2026-07-29,Göteborg,Gräs,1,Level 1,2026-07-29,2026-07-30
2026-07-29,Göteborg,Gråbo,2,Level 2,2026-07-29,2026-07-30
2026-07-29,Göteborg,Hassel,0,Level 0,2026-07-29,2026-07-30
2026-07-29,Göteborg,Malörtsambrosia,0,Level 0,2026-07-29,2026-07-30
2026-07-29,Göteborg,Sälg och viden,0,Level 0,2026-07-29,2026-07-30
2026-07-31,Göteborg,Al,0,Level 0,2026-07-31,2026-08-03
2026-07-31,Göteborg,Alm,0,Level 0,2026-07-31,2026-08-03
2026-07-31,Göteborg,Björk,0,Level 0,2026-07-31,2026-08-03
2026-07-31,Göteborg,Bok,0,Level 0,2026-07-31,2026-08-03
2026-07-31,Göteborg,Ek,0,Level 0,2026-07-31,2026-08-03
2026-07-31,Göteborg,Gräs,1,Level 1,2026-07-31,2026-08-03
2026-07-31,Göteborg,Gråbo,3,Level 3,2026-07-31,2026-08-03
2026-07-31,Göteborg,Hassel,0,Level 0,2026-07-31,2026-08-03
2026-07-31,Göteborg,Malörtsambrosia,0,Level 0,2026-07-31,2026-08-03
2026-07-31,Göteborg,Sälg och viden,0,Level 0,2026-07-31,2026-08-03
2026-08-03,Göteborg,Al,0,Level 0,2026-08-03,2026-08-04
2026-08-03,Göteborg,Alm,0,Level 0,2026-08-03,2026-08-04
2026-08-03,Göteborg,Björk,0,Level 0,2026-08-03,2026-08-04
2026-08-03,Göteborg,Bok,0,Level 0,2026-08-03,2026-08-04
2026-08-03,Göteborg,Ek,0,Level 0,2026-08-03,2026-08-04
2026-08-03,Göteborg,Gräs,1,Level 1,2026-08-03,2026-08-04
2026-08-03,Göteborg,Gråbo,2,Level 2,2026-08-03,2026-08-04
2026-08-03,Göteborg,Hassel,0,Level 0,2026-08-03,2026-08-04
2026-08-03,Göteborg,Malörtsambrosia,0,Level 0,2026-08-03,2026-08-04
2026-08-03,Göteborg,Sälg och viden,0,Level 0,2026-08-03,2026-08-04
2026-08-04,Göteborg,Al,0,Level 0,2026-08-04,2026-08-05
2026-08-04,Göteborg,Alm,0,Level 0,2026-08-04,2026-08-05
2026-08-04,Göteborg,Björk,0,Level 0,2026-08-04,2026-08-05
2026-08-04,Göteborg,Bok,0,Level 0,2026-08-04,2026-08-05
2026-08-04,Göteborg,Ek,0,Level 0,2026-08-04,2026-08-05
2026-08-04,Göteborg,Gräs,1,Level 1,2026-08-04,2026-08-05
2026-08-04,Göteborg,Gråbo,2,Level 2,2026-08-04,2026-08-05
2026-08-04,Göteborg,Hassel,0,Level 0,2026-08-04,2026-08-05
2026-08-04,Göteborg,Malörtsambrosia,0,Level 0,2026-08-04,2026-08-05
2026-08-04,Göteborg,Sälg och viden,0,Level 0,2026-08-04,2026-08-05
2026-08-05,Göteborg,Al,0,Level 0,2026-08-05,2026-08-06
2026-08-05,Göteborg,Alm,0,Level 0,2026-08-05,2026-08-06
2026-08-05,Göteborg,Björk,0,Level 0,2026-08-05,2026-08-06
2026-08-05,Göteborg,Bok,0,Level 0,2026-08-05,2026-08-06
